id,keyword,location,tweet,label
3256,landslide,"Portland, MI",I just noticed that POTUS Trump is now up to 70.8 Million Twitter followers. MAGA patriots are going to kick ass &amp; take na…,0
3257,landslide,India,We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return gift.…,0
3258,landslide,,We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return…,0
3259,landslide,"Carmarthen, UK",And Boris Johnson was elected Prime Minister by a landslide - a fuck up that may not… https://t.co/gZAeINOejt,0
3260,landslide,"Hyderabad, India",#AlaVaikunthapurramloo landslide victory! https://t.co/2aoSoINVtu,0
3261,landslide,,"Whether it’s on the streets of #HongKong, the landslide victory of an anti-China candidate in #Taiwan, or the anti-regim…",0
3262,landslide,,He will win by a landslide. Dems are making it too easy.,0
3263,landslide,US,"“Taiwan can’t become the next Hong Kong.” Young people in Taiwan explain why they voted for President Tsai Ing-wen, who was…",0
3264,landslide,,We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return gif…,0
3265,landslide,,We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return gift.…,0
3266,landslide,"Hyderabad, India",We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return gift…,0
3267,landslide,,Yup landslide right in the Toilet !,0
3268,landslide,"VA, DC, NC | USA ",2016: Hillary is a bad candidate! 2019: Kirsten is a bad candidate! 2019: Kamala is a bad candidate! 2020: Warren is a bad cand…,0
3269,landslide,"Karnataka, India",We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return gift.…,0
3270,landslide,"London, Europe","4 years in control of Labour Party, growing to biggest party in Europe. Winning two leadership elections by a landslide. 1…",0
3271,landslide,NYC,"“All countries should treat Taiwan as a partner, not an issue.” After being re-elected on Saturday in a landslide, Taiwanes…",0
3272,landslide,RVA,"For the Fleetwood Mac song, I think Landslide. You need some Canadian content. 😉 Maybe some Bachman Turner Overdrive?",0
3273,landslide,,Totally agree. I believe President 's landslide reelection victory shows it's possible 2 build a global coalition 4…,0
3274,landslide,"Davis, CA","Imagine if we just rallied around Bernie Sanders. We'd save ourselves a ton of stress this year, and Donald Trump would b…",0
3275,landslide,,#WhatIllWatchOverAndOverAgain And Over And Over And Over Again!!! The Poster Child Of The Liberals! Can You Trigger A…,0
3276,landslide,,"This weekend, the people of Taiwan delivered a landslide election victory for freedom -- and a major blow to the Commu…",0
3277,landslide,,"Yep,go back to their favorite talking point. Russia!! Russia! Then,when it is a Trump landslide. Back to the future 2…",0
3278,landslide,,"Labour has so much to answer for: antisemitic members still in the party, unelectable leader, Tory la… https://t.co/Twu92scUNc",0
3279,landslide,UK,It's about time Sir Paul B began raising serious points about… https://t.co/gXNEScaQoW,0
3280,landslide,773 / 217,*pinches nose bridge* I’m as liberal as they come but holy fuck this debacle is embarrassing. Will not be surprised… https://t.co/vaeZcifrvN,0
3281,landslide,Karachi,"Death toll jumps to 35 across Pakistan as rain triggers landslide, avalanches https://t.co/OyPtvd0Ewj",1
3282,landslide,"Nottingham, UK",Imagine specifically referring to the 2017 election as ‘we made gains’ and just not even referring to the election landslide…,0
3283,landslide,Bigfoots Bluff,In your dreams. and the will win 2020 I. The biggest landslide ever. …,0
3284,landslide,Perth Australia,"Yep,go back to their favorite talking point. Russia!! Russia! Then,when it is a Trump landslide. Back to the futur… https://t.co/SOdKK6GhBO",0
3285,landslide,,#Taiwan’s president wins second term with landslide victory over pro-#Beijing rival. Congratulations 👏 https://t.co/…,0
3286,landslide,16 Nerf Champion,Y’all hear that? That’s what a landslide 2020 victory sounds like #Trump2020Landslide #KeepAmericaGreat https://t.co/o400pbHgEH,0
3287,lava,"San Diego, CA",Taal Volcano as seen its appearance on Katy Perry’s “Roar” music video is currently on Alert Level 4 &amp; continue to erup…,2
3288,lava,"Kokkola/Suomi, Karleby/Finland",VIDEO: Volcano in the Galapagos erupts. Lava and smoke belches out of a volcano on Fernandina island in the Galapagos. Althoug…,1
3289,lava,Egypt,"Taal Volcano in the Philippines has sent an eruption plume a kilometer above the crater, the Philippine Institute o… https://t.co/kyl1aSs1DQ",1
3290,lava,"Rio de Janeiro, Brasil","Petra Costa, director of Democracy in Vertigo who will be nominated for the best documentary Oscar, is granddaughter of the…",0
3291,lava,Somewhere in Wisconsin,I guess she's the lava his life. https://t.co/VVqBMh0i4T,0
3292,lava,"Berlin, Germany",Philippines' Taal volcano eruption spews lava and coats Manila with ash https://t.co/acHx0Lo7oE https://t.co/W7JFF385hT,1
3293,lava,,Thousands have sought refuge at temporary shelters in the Philippines as ash and smoke continue to spew from volcano. https://t.co…,1
3294,lava,California,"The island is home to a number of species, including iguanas, penguins, flightless cormorants and rats. https://t.co/YatZQSIK4u",0
3295,lava,Verviers Belgique,"Taal volcano in the Philippines could spew lava and ash for weeks, authorities have warned, leaving thousands in limbo after t…",0
3296,lava,,Hershey's Has Raspberry Crème Kit Kats and Chocolate Lava Kisses For Valentine's Day! https://t.co/ToK117NEpA,0
3297,lava,,Lightning sighted at #TaalVolcano DETAILS: https://t.co/zseuAHyto9 https://t.co/9IBqfCGwh5,1
3298,lava,,"A volcano has erupted on an uninhabited island in the Galapagos, spewing lava on the ecologically sensitive environment https://t…",0
3299,lava,Under the sun,Tune Hotter Than Lava 🔥🙆🏾‍♂️ #More Produced By The Original BeatGod #20PLENTY https://t.co/Q3eJ5iBBCT,0
3300,lava,"Sydney, New South Wales",Watch live: Taal volcano spews lava https://t.co/QdeBSCzrLN via,1
3301,lava,•lokiract •ace •she/her,Excuse me but setting bread on fire and making a bean lava lamp is perfectly acceptable and is definitel…,0
3302,lava,"Christchurch City, New Zealand",Alofa Anna! Will definitely let our team know. Fa’afetai tele lava ❤️,0
3303,lava,"Christchurch, New Zealand",And in the latest development in the end of days... https://t.co/hPAorn2qxg,0
3304,lava,MichaelJosephMiller@email.com,"A volcano near the Philippine capital is spewing lava, ash and steam and trembling constantly on the third day of a… https://t.co/hgnO5eP24K",1
3305,lava,,"lava dragon ‣ always sweaty. good for muskfags ‣ 1,400F internal body temp. is heaven for your top ‣ rude landlords bur…",0
3306,lava,"nowhere, usa",only thing keeping me going is my 14 year old lava lamp https://t.co/oryMp0cKLa,0
3307,lava,,The way I’m about to lose my mind rn https://t.co/spZFzvjdAl,0
3308,lava,Hell; Violence,"Landing back into her Volcanic Palace, she decided to warm up by taking a dip into the lava pools that surrounds he… https://t.co/NlKsuBcCFm",0
3309,lava,India,"stay friends? to plant a small garden on the cooled lava of dying feelings? no, this is not for you and me. this happens on…",0
3310,lava,"San Diego, CA",Hell no! If it's not the lava that will get you it's the ashe😬😬😬,0
3311,lava,idk somewhere,chocolate lava cake,0
3312,lightning,,First lightning in raleigh of 2020! https://t.co/iXvx5yfIrp,0
3313,lightning,"San Pablo City, Calabarzon",Lightning Rain!⚡️ - RETWEET - REPLY with an invoice for 2000 Satoshis! - TAG 2 (NEW) FRIENDS! We’ll pay 25 RANDOM invoi…,0
3314,lightning,Taipei,Connect to the second layer Telegram group https://t.co/APKgnytQN2 and post your node to connect. Here is my lightn… https://t.co/RPeFp2cSvh,0
3315,lightning,,Get that David Bowie lightning bolt finished poof https://t.co/pelLLQ0zy3 https://t.co/H2YCBgqmqV,0
3316,lightning,Aviemore,I was once roping someone down a steep bit on Sgurr nan Gillean when my beard and hairs on my arm s… https://t.co/6yIAnWm2ae,0
3317,lightning,"Johannesburg, South Africa",Once boi. Even offer the chap a chair because you’ll catch another lightning. 😂😂💀💀,0
3318,lightning,"Venus,Milkyway#themorningstar ","1971,campers pitched a tent within the Stones.During the night a thunderstorm raged with lightning that struck the… https://t.co/I8bEbhzcDC",0
3319,lightning,Earth,Yesterday’s lightning and thunderstorms turned everyone here into born again😂 not that it’s funny but people prayed in to…,0
3320,lightning,India,Lightning Network speeds up Bitcoin transactions with off-chain channels between nodes. 🔥 These are later committed to the…,0
3321,lightning,,A look inside a tree that has been struck by lightning. https://t.co/IGcgu00fYm,0
3322,lightning,VENEZUELA,"Congratulations ! You won 10,000 Sats each…",0
3323,lightning,"Vancouver, British Columbia",And another weird consequence of writing and learning win32 so deeply was that at one point I replaced explorer.exe… https://t.co/0zXnRguTVl,0
3324,lightning,"Somerville, NJ",America's #BlueGreenTeam in action! An F-35B Lightning II aircraft takes off from the flight deck of the #USNavy amphibi…,0
3325,lightning,"Nashville, TN",Storms crossing Putnam County with heavy rain and lightning. Check in with #GMN News 2 for the latest.… https://t.co/JJHfYkvMum,1
3326,lightning,a better place,"""Lightning"" Live at Get Weird tour in Wembley Stadium 2016 👑 https://t.co/XDdTQrT8Ge",0
3327,lightning,"Zaragoza, Spain","DECARLO - ""Lightning strikes twice"" Review https://t.co/PO0JmstJSG",0
3328,lightning,Nigeria,Bum with lightning ollova my TL,0
3329,lightning,Lagos,"Lightning fast.* *Well, not actually as fast as lightning, that’s unrealistic. But it’s really quick. #MustangMachE",0
3330,lightning,,I love my stretch mark lightning connections😊,0
3331,lightning,from Iowa.,"Till Yaweh shoots another lightning bolt at me, I guess.",0
3332,lightning,Blockchain,"The Bitcoin Lightning Network is growing, but with some scalability and security flaws - CryptoSlate https://t.co/yGlSXmG15N",0
3333,lightning,"Colorado Springs, CO",A look inside a tree that has been struck by lightning. https://t.co/jGpecgFDOI,0
3334,lightning,"London, England","We’re ready at the Flagship Microsoft store London too! Come and join us for lightning workshops, Minecraft:Education edition ta…",0
3335,lightning,"Jacksonville Beach, FL",Only 3 people can use lightning lmao,0
3336,lightning,"Stretford End, Old Trafford. ","I know what it’s like to lose. To feel so desperately that you’re right, yet to fail nonetheless. As lightning turns the l…",0
3337,lightning,,Ooo scary lightning. Scorpia is scared of the lightning and its adorable,1
3338,lightning,"Charlotte, NC",This lightning got me bout scared as hell on this highway,1
3339,lightning,,"""Herbie used to make an appearance in the Lights, Motors, Action! Extreme Stunt Show at Disney theme parks, but was la…",0
3340,lightning,Tokyo,OpenNode has processed over 118k Lightning Transactions. That's less ~28MB on the Bitcoin Blockchain via /r/Bitcoin https://t.co/9H2pSwEiYA,0
3341,lightning,,"This lightning is intense right now, just woke me up from deep sleep 😳",1
3342,lightning,,percy jackson lightning thief 🥺🥺 but tbh it was any enid blyton book lol https://t.co/52EksD9ljs,0
3343,lightning,New York City,Top 5 Lightning Component Gems of Salesforce Spring’20 Release! https://t.co/k3z1S7g5pY,0
3344,lightning,uitm lendu,"As particles are ejected, they rub against each other and become electrically charged. Charged particles separate as the plum…",0
3345,lightning,Anywhere in the Pentagram,Jack realized that she wasnt very skilled. Nor did she even want to fight. Jack sighed. Like a lightning… https://t.co/HdIYBnD0A7,0
3346,lightning,,[ piercing needle with incredible force ] Kamen Rider Valkyrie Lightning Hornet #仮面ライダーゼロワン ＃仮面ライダーバルキリー https://t.co…,0
3347,lightning,"Las Vegas, NV",2013 Roulot Luchets Meursault is lightning in a bottle. Tons of Chablisienne acidity. The nerve is enclosed by gorgeous ri…,0
3348,lightning,"Sydney, Australia",Thank you all!💛🙏So far 78 donations and ~$360 AUD raised in under a day! Let's keep it going! #BushfireAppealofSatoshi…,0
3349,lightning,"Manila City, National Capital ","Streaks of lightning blazed through columns of ashes amid #TaalVolcano eruption as seen from Nasugbu, Batangas on Sunday ev…",1
3350,lightning,Heaven,Lightning on that skin....Super fine😍😍😘.Get this n some waistbead on😋,0
3351,lightning,,⚡️🌋 Taal Volcano in the Philippines erupted - sending Lightning streaking up the smoke &amp; ash! 🌋⚡️ #MondayMotivation #Weat…,1
3352,lightning,"London, UK","Last night, while contemplating the #royals drama and also my wife’s very funny tweets, I was hit by a lightning bo… https://t.co/dCcjR1xwOk",0
3353,lightning,West Yorkshire,Some strange stuff written about the banning of credit cards for gambling this morning. 15 year olds tend to find a… https://t.co/nqzmg6F0QT,0
3354,lightning,Namibia,Yesterday’s lightning and thunderstorms turned everyone here into born again😂 not that it’s funny but people prayed… https://t.co/ATG1P7cAfJ,0
3355,lightning,,This team is better and built from the ground up for sustained success. 2012 caught lightning in a bottle…,0
3356,lightning,,Note: that’s a CGI/VFX video of ‘sphere lightning’ as discussed here in Russian: https://t.co/hWiYjzIxHi The TikTok user copie…,0
3357,lightning,"Warwickshire, England","Some manufacturers have done it: notably Energica, Lightning, Harley Davidson, using CCS… https://t.co/8JZulTQZXY",0
3358,lightning,,Why is only Apple mentioned in this article? Are they really the only phone manufacturer to still use lightning?,0
3359,lightning,"Recife, Brasil",The power of lightning. #BlackLightning has been renewed for Season 4! https://t.co/Ei2344gQoO,0
3360,lightning,最愛の隣,YOU DIED 2 https://t.co/CLWm6idTlk,0
3361,lightning,pisces,Taal Volcano Eruption Lightning streak. https://t.co/57mNPt6XR3,1
3362,lightning,"Flashpoint, Astroworld ",We love lightning ⚡️,0
3363,lightning,,Privacy and Scalability of Lightning Network Lower Than Expected: Report https://t.co/LHXGJOGRG5,0
3364,lightning,,this might be some of the prettiest Lightning Ridge Opal that I have had in a while 🌈 https://t.co/edQnjo5LM0,0
3365,lightning,"Abuja, Nigeria🇳🇬",Lightning is hotter than the surface of the sun,0
3366,lightning,,Lightning Sprint!⚡️ How FAST can you create a Lightning invoice? -RT AND TAG 1 LIGHTNING BUDDY! -REPLY with an invoice for…,0
3367,loud%20bang,"Ilkeston, England","Today we heard a loud bang and were surprised to see a rocket had landed on our playground.We could also see slimy, blue…",0
3368,loud%20bang,"Geelong, Victoria",Hi Will their be fireworks on 25th January BBL game I hope not cause I have autism and not a fan of the loud bang,0
3369,loud%20bang,"San Diego, CA",My cousin went outside and i hear a loud ass bang i thought this nigga got shot.. i came outside an seen this .. https://t.…,0
3370,loud%20bang,Masters of the World,"I think her ""biz savvy"" &amp; deceit about 2 blow…",0
3371,loud%20bang,World,"I think her ""biz savvy"" &amp; deceit about… https://t.co/rasbZWuc7O",0
3372,loud%20bang,World,"I think her ""biz savvy"" &amp; deceit about 2 blow in her face with a loud bang. https://t.co/mHatNZXokX… https://t.co/dbmvFUMABf",0
3373,loud%20bang,skam + awae,turns out mr bang chan did his stalking and literally knows my twitter account... almost had a heart attack when he said th…,0
3374,loud%20bang,"Los Angeles, CA","Even news sites are being loud about it, WE DIDN'T MEANT TO, WE👏ARE👏SORRY!! https://t.co/P6v6pUuWwW https…",0
3375,loud%20bang,,Then my mom whispers “goodnight siss” is the loud raspy whisper&amp; I screamed&amp;jumped back into the bathroom door whic… https://t.co/4Q0W0iapd2,0
3376,loud%20bang,,There was a loud bang earlier today in ngei 1 estate...sounded like a transformer exploding follow… https://t.co/ntruM5jPj7,2
3377,loud%20bang,,open chapter 2 What The Bloody Hell Was That ? As I Hit My Damn Head Off My Bedroom's Ceiling After My Poor Excuse… https://t.co/MIHZtDPcxc,0
3378,loud%20bang,"ftw, tx",something just exploded outside my apartment.. 😳 loud bang w a flash of light?? #tengo miedo,2
3379,loud%20bang,,imagine bts members having their own kid and they got to visit bang pd and bighit building gonna be so loud and noisy cuz…,0
3380,loud%20bang,North Borneo Malaysia🇲🇾,A genuinely laugh out loud book' that starts with a big bang actually it starts with THE Big Bang. https://t.co/Az74kq…,0
3381,loud%20bang,The U S of A Baby,I did hear a loud bang before they took off 😮😮,0
3382,loud%20bang,,"It happens! Sometimes while deeply asleep, someone/something taps you, you know you're alone in the ro… https://t.co/795ucMO6sp",0
3383,loud%20bang,Iowa,"I heard this loud bang and something fall down the stairs. And then all I hear Eric say is, ""I tripped up the stair… https://t.co/LNxXzSoLsP",0
3384,loud%20bang,"Michigan, USA","My brother got out of the bathroom and I heard a loud bang, followed by ""owwww""🤔",0
3385,loud%20bang,,"Now, it's possible that sometimes, the banging wasn't quite loud… https://t.co/gvHCg76C08",0
3386,loud%20bang,natangina owo,Yuri: [throwing stones at Yena’s window] Yena [yelling]: YURI!!! YOU HAVE A PHONE FOR A REASON! [loud bang] Yena: W…,0
3387,loud%20bang,,Helmets are too awkward to hold and swing hard enough to make loud bang bangs. Bat is most… https://t.co/LLU7cLV30g,0
3388,loud%20bang,,"the surrounding became noisier as ever and then this loud bang just made me fckng stunned. but in my big relief, it… https://t.co/Ws2uw32KlR",0
3389,loud%20bang,"Minnesota, USA",Exactly. And seeing a runner raise and arm seems easier to react to for a hitter than listening for a loud… https://t.co/n2Fnf4oWFB,0
3390,loud%20bang,High in the mountains,Hear a very loud bang and then screaming very clearly coming from below me so I go check on my sister who is the on… https://t.co/tVTbiGqUGN,0
3391,loud%20bang,,"I love the neighbours that fight all day and get really loud at 3am :) i love that they bang on doors and windows, and toss…",0
3392,loud%20bang,,"I love the neighbours that fight all day and get really loud at 3am :) i love that they bang on doors and windows,… https://t.co/JRIelUHJin",0
3393,loud%20bang,"Los Angeles, CA",I’m scared some man is screaming like a lunatic outside now I just heard a loud bang in my building. 😬,0
3394,loud%20bang,Taekook hearts,Yoongi opens his eyes with a frown when he hears the door getting shut with a loud bang. Namjoon looks at him with wide…,0
3395,loud%20bang,"Falcon,Coloado",Nope. She is honestly a hard worker. She just really tries to prove herself and is sometime… https://t.co/9bwcJ6qzgV,0
3396,loud%20bang,OT7 • fan account ✨🇵🇭,imagine bts members having their own kid and they got to visit bang pd and bighit building gonna be so loud and noi… https://t.co/M8oJrbdsyu,0
3397,loud%20bang,"Lewisberry, PA",Spirits come to us for many different reasons. Today was to save our life!! Liz was heading out the door with our d… https://t.co/UiGIdyXGKc,0
3398,loud%20bang,𝙏𝙃𝙀 𝙎𝙏𝘼𝙍𝙎💫,❝ I- I'm not scared! Whaddya take me for? Some kind of baby? ❞ That came out louder than she mean… https://t.co/LzPcWrStzi,0
3399,loud%20bang,ur......ur heart.......,"[middle of the night] lwj: *trying to get wwx's attention by throwing rocks at his window from the lawn* wwx, via tex…",0
3400,loud%20bang,,i love my downstairs neighbors who fight all the time with little kids in the house and slam doors and have very lo… https://t.co/PIrtu7GWZE,0
3401,loud%20bang,,I heard a loud as bang and then my Internet went lmao,0
3402,loud%20bang,,#Australian navy sets off to help #USA protect Dick Channey's oil assets and to block #Iran exporting oil. Sanction… https://t.co/G297ztfxB9,0
3403,loud%20bang,,Weird question but did anyone else’s internet go down after hearing that loud bang in London ?,0
3404,loud%20bang,,"So the caboose is ready for potty training. This morning I was scrambling to pick her clothes out. Suddenly, she di… https://t.co/mKoYFF7DXM",0
3405,loud%20bang,,"I don't know sir, but I did hear a pretty loud bang coming from somewhere in the woods.",0
3406,loud%20bang,In The Walls,Whoever these people were in his home would regret coming here immediately. Brahms stared at one of them through… https://t.co/IR03KCzxW7,0
3407,loud%20bang,,—and tonight this SWEET ANGEL BABY came in and her dad was walking her around the building to let her sniff stuff a… https://t.co/rHqSn9L87u,0
3408,loud%20bang,,"A flash bang grenade can be accurately described as a ""sound bomb"" in another language. ""Huge"" is a… https://t.co/JQM9snLCO6",0
3409,loud%20bang,"St Louis, MO",Was thinking about this earlier and I think the report is talking about one of those repeating kind o… https://t.co/Kmo3BCbGWB,0
3410,loud%20bang,Middle of Some Calibrations,"Cleaning the kitchen, dancing around &amp; just being generally silly with my siblings, when suddenly we hear a loud ba… https://t.co/SrWJjFXnQE",0
3411,loud%20bang,,Same! It was the lightening that scared me just a massive flash followed by such a loud thunder bang. Crapped myself,0
3412,loud%20bang,Glasgow Scotland,2 Big flashes then a loud bang. Lit up the living room. Don't think it was lightening more like that Russian thing Chelyabinsk.,0
3413,loud%20bang,,So last night I had a dream where someone barged into a house I was at (it was like a small chill party) &amp; we heard… https://t.co/3LzZ72W8ec,0
3414,loud%20bang,,"Even news sites are being loud about it, WE DIDN'T MEANT TO, WE👏ARE👏SORRY!! https://t.co/P6v6pUuWwW https://t.co/FxdudlPkVe",0
3415,loud%20bang,,This one is what gets me. You really hear the bang loud and clear. What a bunch of cheaters https://t.co/w89hhGhLSd,0
3416,loud%20bang,Ra-cha-cha NY,This came on in my car. I TURNED IT UP. We need this right now. LOUD. Every SPEAKER. Quiet Riot - Bang Your Head (M… https://t.co/yG8K7VqgO4,0
3417,loud%20bang,,I remember as a kid my late grandmother had an old pressure cooker. One day there was a loud bang and… https://t.co/o5dkLb7vQg,0
3418,loud%20bang,"Baltimore, MD",I’m telling you need to hold Trash Can night on June 5th when #Astros visit. First 10k fans 89 and under g… https://t.co/Q5cjroU72K,0
3419,loud%20bang,"Tri-State Area, United States",Crowd noise is incredibly loud. But I know hear something faint after *Bang* leaves the screen.,0
3420,loud%20bang,Joy and the Laughter 💙,"(So for this one imma do her and her boyfriend then the together one) GANG, GANG, BANG, BANG A girl… https://t.co/OPAPnzwuqF",0
3421,loud%20bang,,"if there's a loud bang everytime you throw a breaking ball, how do you not notice, how are you not calling it and m… https://t.co/W8oReecSRT",0
3422,loud%20bang,,They say they used a camera in center field to steal signs and bang on a trash can to tip the hitters . So your te… https://t.co/cdHl19uiNw,0
3423,loud%20bang,,"Conspiracy theory: If you tell Hitman Bang that cooky is his loud half, Hitman Bang will throw Jin through a dirty water",0
3424,loud%20bang,"Baltimore, MD",They would steal calls so if they knew what type of ball the opponent was throwing they would bang loud… https://t.co/SEKwdWpf36,0
3425,loud%20bang,"bay area, ca",bro there was a loud ass bang and it scared the shit out of me deadass i was on the stairs and it shook,0
3426,loud%20bang,"Pennsylvania, USA","Yes. As the train is running, every bang &amp; bump on the track is magnified &amp; it’s super loud. Thanks.",0
3427,loud%20bang,chuu🌙,nah I’m home alone and heard a loud bang coming from the basement looks like I’m dying https://t.co/jocxPAdAkz,0
3428,loud%20bang,"Essex, England",Exactly and then you bump into those that heard a loud bang once and claim they’ve got PTSD,0
3429,loud%20bang,"Mashonaland Central, Zimbabwe",And the loud bang you just heard is the silent echo of … https://t.co/gZEBxFxw2p,0
3430,loud%20bang,,so i was just thinking about dis but the house i used to live in in denton was absolutely haunted no doubt. in the… https://t.co/rrpfBw2166,0
3431,loud%20bang,The Gaping Infinite Blackness,There's a loud bang coming from a socket or a wall so they've turned the electricity off. A guy ripped up floorboar… https://t.co/1to2k2OfbN,0
3432,loud%20bang,"New Hampshire, USA","Cameras, which are illegal. In the Astros’ case, they stole signs from the catcher and sent the live vid… https://t.co/npIiKSA61C",0
3433,loud%20bang,New Orleans,Shouts can be misheard. A loud bang or two loud bangs in succession are easier to cut through the noise.,0
3434,loud%20bang,Greater Kansas City,All we have to do is teach fans at the Linc to make a loud bang noise to indicate to the player to turn th… https://t.co/MeK1FAS0N5,0
3435,mayhem,"London, England",Busy dreaming all sorts of creative mayhem for this year.I think I need a proper job soon to stop my head leaking i… https://t.co/wCFNuUFgwE,0
3436,mayhem,ᵉⁿ ✨,"""You have a mysterious past!"" - Luz ""You think that's all the mystery I got?!"" - Luz Here's a first look at just some of th…",0
3437,mayhem,Scotland,"Never mind other people’s discipline, what kind of a samurai are you? Leaving half a chocolate oran… https://t.co/TW5D6smiNC",0
3438,mayhem,"Kota Surabaya, Jawa Timur",Rest and be thankful before the festive mayhem 🌲🎄🦄 #Christmastime #mistletoe https://t.co/b3WEORInJT,0
3439,mayhem,Sri Lanka,Let the mayhem begin. #BirdsofPrey is in theaters February 7. https://t.co/5D0zfhawGL,0
3440,mayhem,PSN: aRiot81,Yall watch Mayhem and Ready or Not?,0
3441,mayhem,Nottingham,#DoctorWho New Series Monster Mayhem. Round 4 The Silence (Series 6 and 7) Vs The Ood (The Impossible Planet/The… https://t.co/Y0FT2X7d0q,0
3442,mayhem,"United States Of America, USA",Protein Twitter we need oranges 🍊 #ImpeachTrumpAgain #Impeach45Shakes 🥤 or a protein bar to lock 🔒 him up…,0
3443,mayhem,"United States Of America, USA",Protein Twitter we need oranges 🍊 #ImpeachTrumpAgain #Impeach45Shakes 🥤 or a protein bar to loc… https://t.co/QBZiFqDRFP,0
3444,mayhem,,Julius Malema is just another township thug dressed in expensive clothes. He has no apparent skills besides mayhem and sh…,0
3445,mayhem,"Port Harcourt, Nigeria",Public declaration of someone's demise without clear comfirmation shld nt be encouraged. In as much as I Stan…,0
3446,mayhem,"Frankfurt am Main, Deutschland","It’s a pity no women directed films this year, why didn’t one of us think of giving it a go? Must try harder gals",0
3447,mayhem,,What I’d do to relive the evening of the 7th of August 2019. Absolute mayhem. https://t.co/pP6NLARgVc,0
3448,mayhem,,"For a moment, one could believe you were talking about Israel, its politicians and generals (re the… https://t.co/vkPYI3vtqz",0
3449,mayhem,a dust peace lost in the Space,"Unless DNC rigged it, Bernie will win",0
3450,mayhem,"Johannesburg, Soweto, Ndofaya","Please tell them that the policy positions/""reforms"" they are forcing you to adopt have caused mayhem in our country alr…",0
3451,mayhem,United States,If God was real he'd give us editors. It would prevent so much mayhem and our grammar would be more good.,0
3452,mayhem,"Dobsonville, Soweto ",Lerata attention hle,0
3453,mayhem,Ireland,#LoveIsland twins with 'girl code' cause mayhem https://t.co/IQwVFxACgB,0
3454,mayhem,"Frankfurt am Main, Deutschland",A movie about a white guy who starts murdering people because he got rejected by women and picked on was nominated for t…,0
3455,mayhem,London,I’ll be popping up on on TalkSport this afternoon at 2.30. Expect the usual mayhem.,0
3456,mayhem,"Durham, England",Read the story behind Rage by - the explosive play about a memorable New Year's Eve being performed by o…,0
3457,mayhem,"North Carolina, USA",Monday Resistor Mayhem 5 …,0
3458,mayhem,Somewhere I used to call home,Abso-frickin-lutely! We will have a better soundtrack though.,0
3459,mayhem,"Brisbane, Australia","I'm pretty sure M'Baku St is full subscribed🤣There are other characters though... Okoye, W'Kabi ... take your pick 🤣",0
3460,mayhem,Bangalore,Anetha was MAYHE… https://t.co/pi2WkVhYUd,0
3461,mayhem,,Wink ya 1000 nuggets,0
3462,mayhem,宮城県,I wish you an fabulous Monday #mfymonday with from last years #EF25 :-) Suits are built from …,0
3463,mayhem,"Nadi, Fiji","🤣 Are there horses on M’Baku St? If so, I may also have questions. 🤣🤣",0
3464,mayhem,Colombia:Bogota,MAYHEM with Blasphemer &amp; Maniac Unholy birthday Blasphemer #Norway #BlackMetal #Mayhem https://t.co/yyvpvKWMAv,0
3465,mayhem,"Atlanta,GA","Harley Quinn is stirrin' up some mayhem in Gotham! #BirdsOfPrey, only in theaters 2.7.20. https://t.co/KAFBcYb3Yh",0
3466,mayhem,🇺🇸,It sounds like her IS has multiple BE's. Oooo sca… https://t.co/jp6qdpwp0X,0
3467,mayhem,"LA,CA. DC. Addis.Sanfrancisco","This is good PM but we have a lot of priorities seedlings alone are not our priorities. Wolega, Abducted children,… https://t.co/x7O0l6BXPa",0
3468,mayhem,,"reminds me to pick up Uncle Tungsten, surely much more mayhem from the younger years. On The Move was such a good read!",0
3469,mayhem,"Simi Valley, CA","With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store? https://t.co/6DOZl…",0
3470,mayhem,"Brisbane, Queensland","With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store?… https://t.co/bPJR934mQd",0
3471,mayhem,Oregon,Monday Resistor Mayhem 4 …,0
3472,mayhem,"Brisbane, Australia",I have questions 🤔😆,0
3473,mayhem,,That was before he won. Since then it’s been utter mayhem.,0
3474,mayhem,New York City,#HappyNewYear 🇬🇧 #StaySafe thanks for the support. #NewYear #NewYearsEve #Resolution2020 #Read #contemporary #comedy…,0
3475,mayhem,"East Midlands, England",Check out the awesome Magic and Mayhem universe books on sale!! . . . . https://t.co/zSwLiapenb https://t.co/W4cajW3OoV,0
3476,mayhem,England,Amongst the mayhem of #Megxit all I can think of is what will happen to their patronages? In the event that they do spend mo…,0
3477,mayhem,"Massachusetts, USA","Frank, then why do you need to read Dr Curry’s stuff? You already know it’s a hoax.",0
3478,mayhem,France,Sometimes freelancer work on studio for some productions.. And some animators works on freelance.. Stupid,0
3479,meltdown,"Gloucester, England",I’m so lucky to have my boyfriend who’s willing to drive an hour and a half in the dead of night because I was havi… https://t.co/68NZQHyfBd,0
